startDate,endDate,status,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,distributionChannel,userLanguage,QID2,QID23,QID67,QID40,QID41_TEXT,QID42,QID43,QID44,QID45,QID46_TEXT,QID47_TEXT,QID70,QID71,QID72,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID55,QID56,QID57,QID58,QID59,QID73,QID74,QID75,QID76,QID77,QID78,QID79,QID80_TEXT,QID60,QID61,QID63,QID64,QID65,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,Treatment,FL_35_DO
2023-02-20 14:14:58,2023-02-20 14:21:24,0,100,385,1,2023-02-20 14:21:24,R_ukPpPF7JruGpdAZ,,,,,anonymous,EN,1,3,4,2,It was violent and resulted in travesty,1,4,4,,If it was near families and communities,,3,3,4,1,"0.001,0.0001",1,0,1,3,0,4,0,0,0,0,1,3,0,2,7,3,"2,4,6,7,8,9,10",Too scare or intimidate,3,0,4,4,2,63f3e275-87a1-ef23-aad5-ad0a7dd2f22e,19,2,3,1,1,2,1,4,80503,2,FL_47
2023-02-20 14:12:34,2023-02-20 14:21:26,0,100,532,1,2023-02-20 14:21:26,R_1hGPmO3oJoOqvwS,,,,,anonymous,EN,1,4,,3,I somewhat approve because Iran should not conduct tests and also the air strikes didn’t break any law ,3,1,1,,If it killed innocent people or for any other reason other than striking the nuclear facilities ,,3,4,2,0,1E-07,1,1,1,3,1,2,3,2,2,4,2,1,2,3,1,3,"1,2,3,4,7,10",In order to restrain them from doing anything unnecessary ,3,0,2,2,1,63f3e21c-5fc7-e84f-6811-fbffa4b4d4ac,29,1,16,1,2,6,4,1,10455,1,FL_46
2023-02-20 13:58:51,2023-02-20 14:21:28,0,100,1356,1,2023-02-20 14:21:28,R_qwJHAi2ij9BqJrz,,,,,anonymous,EN,1,4,,4,A strike would be premature and could lead to war and destabilize the area. Making a bad situation worse. Best to continue monitoring and consider other tactics to deter Iran from aggression.,3,1,1,1,,Iran presented a real threat to allies in the region.,2,4,3,1,"0.001,0.52",1,3,2,3,0,3,3,2,3,3,1,0,2,4,7,2,"1,2",Propaganda to install confidence in their own people to follow their directions. The desire for the other country 's resources.,3,0,11,4,1,63f3dec0-6ff5-b631-35a1-ecb4a7f5ef82,37,2,2,1,1,6,5,3,32084,6,FL_58
2023-02-20 14:09:15,2023-02-20 14:21:43,0,100,747,1,2023-02-20 14:21:43,R_1251r9EoegQlE8f,,,,,anonymous,EN,1,4,,5,I approve because you don't know what Iran's intentions are if they do make that second nuclear bomb. I think the president made the right decision to bomb their facilities.,3,3,2,,In my judgment the Presidents airstrike against Iran's nuclear weapons facilities illegal was that they didn't show or explain their proof of nuclear warfare.,,4,3,4,0,0.001,1,0,1,3,0,4,4,2,2,4,4,4,4,0,7,7,"2,3,4,8,9",Some reasons maybe that each dictatorship views each situation as highly threatening by not understanding ones own way of running things.,3,0,11,1,2,63f3e15e-a4a7-ca85-8f4a-68d15fb21f53,30,1,9,3,1,2,2,4,87401,2,FL_47
2023-02-20 14:05:36,2023-02-20 14:21:51,0,100,975,1,2023-02-20 14:21:51,R_xn1AJYh1GRFGAX7,,,,,anonymous,EN,1,4,,4,For not attacking Iran,5,3,3,,Civilian casualties,,4,4,4,1,"0.001,0.52",1,2,1,3,1,4,4,3,2,3,3,2,2,3,1,3,"1,2,3,4,6,8,9,10",Testing balistic missiles,4,0,2,1,2,63f3e048-30ca-e029-c471-4b2225d17c73,61,1,2,1,1,2,1,1,18822,3,FL_55
2023-02-20 14:14:22,2023-02-20 14:22:05,0,100,463,1,2023-02-20 14:22:06,R_2DLBU05vELQcbnm,,,,,anonymous,EN,1,4,,5,That we did what was necessary for our protection. ,4,2,2,4,,We need to protect the USA. I stand firm behind that,2,3,4,1,"0.52,0.0001",1,4,4,4,1,3,4,2,3,3,3,3,3,2,1,2,2,All for power,4,0,2,4,1,63f3e1e9-1580-5a0d-ff4e-34bbbd74a433,38,2,21,15,12,8,8,1,10309,4,FL_56
2023-02-20 14:10:39,2023-02-20 14:22:08,0,100,689,1,2023-02-20 14:22:09,R_3dFBxnR82uKPpJa,,,,,anonymous,EN,1,4,,5,He done the right thing ,5,4,4,5,,I don't know just trusting his judgement he knows what he's doing so leave him alone ,3,3,2,0,0.51,1,4,1,2,0,2,3,0,4,1,2,1,4,4,2,2,"8,12",Because they won't mind their own business ,4,0,11,2,2,63f3e1a2-0eef-08ca-f0f1-d03867498855,45,2,1,2,1,1,1,4,36521,4,FL_56
2023-02-20 13:53:34,2023-02-20 14:22:09,0,100,1715,1,2023-02-20 14:22:10,R_ylFRFQ3jsdGbJzH,,,,,anonymous,EN,1,4,,3,I dont think we should be attacking anyone ,1,1,2,,"I dont know that its illegal because I dont know much about international law, however i do know that our country and goverment are not stable enough to risk war with anyone and we need to be stronger. ",,2,3,3,1,"0.001,0.52",1,2,2,2,0,3,1,0,1,1,0,0,0,2,7,2,"1,2,4",To show dominance ,2,0,11,0,4,63f3dd6f-6db2-5c9f-fc8f-03ffd725538c,18,2,1,1,1,2,3,2,48854,3,FL_55
2023-02-20 14:07:49,2023-02-20 14:22:36,0,100,887,1,2023-02-20 14:22:36,R_3pr7t7SCd4VcWmE,,,,,anonymous,EN,1,4,,5,The consequences of a nuclear test were declared in no uncertain terms and a policy reversal would only lead to further emboldening of an adversarial nation. Global stability requires decisive action. ,3,2,0,,I have no frame of reference from which to answer this question. ,,4,2,2,1,1E-07,1,2,2,2,0,4,1,2,1,1,0,0,3,3,7,2,"1,2,4",I’m not aware of many “threats” being openly made. However I tend to consider every publicly declared foreign policy statement made by an American politician to be one form of posturing or another. ,4,0,11,4,2,63f3e116-10e0-2ec8-e4ae-a64729ce574b,45,1,9,1,1,4,3,3,28613,1,FL_46
2023-02-20 13:56:13,2023-02-20 14:22:50,0,100,1596,1,2023-02-20 14:22:50,R_27jUwm9fnR83kiZ,,,,,anonymous,EN,1,2,4,0,Just looking out for the US citizen,0,3,4,,Protecting the people of the United States,,4,4,4,0,0.000001,0,1,2,2,0,4,1,2,2,3,3,3,0,2,2,2,"1,2,3,4,8,10,11,12",To better America,5,0,11,1,1,63f3de42-2505-f4af-405a-42db2736c0eb,43,1,7,16,2,1,10,3,74363,3,FL_55
2023-02-20 14:08:41,2023-02-20 14:22:50,0,100,848,1,2023-02-20 14:22:50,R_2EnTCfxBux5Mqn5,,,,,anonymous,EN,1,4,,3,attacking the nuclear facility after the test has taken place and before materials are replenished to make another weapon is a waste of money,3,2,1,,,,3,3,3,1,0.001,0,2,2,3,0,3,1,1,2,1,1,1,1,2,1,2,"2,4","money, land, natural resources, domination/power",1,0,1,4,4,63f3e14f-7216-1987-4057-9b35b0e65e49,43,2,14,2,1,6,6,4,28377,0,FL_45
2023-02-20 13:59:07,2023-02-20 14:23:01,0,100,1434,1,2023-02-20 14:23:01,R_1P6p4EGmgEdr6s0,,,,,anonymous,EN,1,4,,4,Iran's government hates us. They're predominantly Muslim and don't like the belief systems and the power of the U.S.,3,1,2,5,,"The U.S. president is the chief commander of our armed forces. He has a duty to defend us by whatever means. So, to hell with international law.",3,4,4,1,"0.001,0.52",1,4,3,3,0,2,3,3,4,2,2,2,2,3,2,3,"1,3,4,5,8,9,10","To keep them in line. Remember we're strong, so don't mess with the U.S. If anyone attacks us, we'll strike back swiftly and decisively.",3,0,4,4,1,63f3df12-91c2-ce72-aecc-bcc3b7c1d0cb,63,1,1,1,1,6,10,4,99205,4,FL_56
2023-02-20 14:09:43,2023-02-20 14:23:13,0,100,810,1,2023-02-20 14:23:14,R_3Gg3wNvOWNnsqkI,,,,,anonymous,EN,1,2,4,4,Breaking international law could result in other confrontations,3,1,1,3,,It would seem Iran broke international law by having a nuclear weapon in the first place,2,4,3,1,"0.001,0.52",1,3,3,2,0,2,3,2,3,3,3,3,1,2,1,3,"1,2,4","Treaty violations, opposition of allies",3,0,3,3,1,63f3de00-8c4d-f103-011a-f5ef48c486cd,56,1,20,1,1,6,5,4,89119,6,FL_58
2023-02-20 14:04:34,2023-02-20 14:23:25,0,100,1131,1,2023-02-20 14:23:26,R_12JT3I5lP0q534J,,,,,anonymous,EN,1,4,,0,IRAN must NOT continue to build nuclear devices.,0,4,4,,IRAN past threats to use nuclear devices against foreign peoples.,,2,4,4,1,1E-07,1,4,4,4,1,4,4,2,2,3,4,4,4,1,7,4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Insures there supporters they are saying something. ,4,0,2,4,2,63f3df75-77b9-df8a-dd5e-7298f7b4a834,63,1,1,15,1,6,4,2,60439,3,FL_55
2023-02-20 14:01:51,2023-02-20 14:23:36,0,100,1305,1,2023-02-20 14:23:37,R_2bVNWj2HUr4PDBY,,,,,anonymous,EN,1,4,,0,There’s no reason to attack and no true they have nuclear weapons ,0,0,4,0,,There is no legal reason to attack and no international law says that they can air strike any country ,0,7,0,0,"0.001,0.00001",1,0,0,0,0,4,1,0,4,4,0,0,0,4,2,2,15,When they loose popularity they try to gain it back ,2,0,8,0,1,63f3df95-d9e6-8e4c-b7f5-6afb52d3a7ac,59,1,20,15,1,2,9,3,77388,4,FL_56
2023-02-20 14:23:18,2023-02-20 14:23:49,0,100,30,1,2023-02-20 14:23:50,R_3HUD3fFCmG0TCe2,,,,,anonymous,EN,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3e480-0dc7-bf86-69ca-91e287a19e17,19,2,1,1,1,3,7,4,85204,3,FL_55
2023-02-20 13:53:14,2023-02-20 14:24:02,0,100,1847,1,2023-02-20 14:24:02,R_2BfZU3RvkCEJ9oS,,,,,anonymous,EN,1,4,,3,Nuclear will destroy the World not just Country.,5,0,0,,none that i can think of,,3,3,4,0,"0.001,0.52",1,2,1,3,0,3,3,2,1,3,2,2,3,1,1,2,"1,2,3",to be the strong country,3,0,2,3,2,63f3dd91-2e4f-57a1-411d-d85affe20d2f,42,1,3,6,1,6,1,1,7621,1,FL_46
2023-02-20 13:07:31,2023-02-20 14:24:03,0,100,4591,1,2023-02-20 14:24:03,R_31BOOl1tF3asi7h,,,,,anonymous,EN,1,4,,5,"I believe  that we should avoid foreign  conflicts  and using weapons  of mass destruction, if possible. ",5,2,0,,"I believe based upon my limited  knowledge,  not trying to initially  negotiate  a truce,  and killing  innocent  civilians, would make the President's airstrike against Iran's nuclear weapons facilities illegal.",,3,3,3,1,"0.001,0.52",1,2,2,3,1,3,1,2,1,3,4,4,2,2,1,3,"1,2,3,8,9,10",Facists like Putin make threats against foreign countries by and large in order to maintain a stronghold on their territories. ,4,0,1,4,2,63f3d2d9-72dc-42c7-44e0-de89b0691ade,70,2,3,2,1,8,1,1,7932,3,FL_55
2023-02-20 14:23:40,2023-02-20 14:24:10,0,100,29,1,2023-02-20 14:24:10,R_1K6JkNQDTNmymhI,,,,,anonymous,EN,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3e496-f2e0-7c26-937d-8a2abfff9b57,20,2,15,1,2,4,3,4,98057,4,FL_56
2023-02-20 13:59:26,2023-02-20 14:24:16,0,100,1489,1,2023-02-20 14:24:17,R_WkQRbCi1VUFiI4p,,,,,anonymous,EN,1,4,,3,I kind of approved because nuclear weapons can be quite a threat to the U.S. ,3,2,2,4,,I think as long as the president acts on the U.S's best interest his actions would be justified ,2,3,2,0,"0.001,0.52",1,2,1,3,0,3,1,4,1,3,2,2,2,1,2,2,"1,2,3,4,7,8,9,11,12,14","I think in my opinion, these threats from such world or country leaders , usually from pride , and or their strong character ",3,0,2,4,2,63f3def0-2fda-deca-fa1d-ea282ce09537,48,1,1,15,2,2,6,4,91702,4,FL_56
2023-02-20 14:23:00,2023-02-20 14:24:29,0,100,88,1,2023-02-20 14:24:29,R_1DMwK9wyF2bpj7Z,,,,,anonymous,EN,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3e485-db39-0068-fd04-77a99a874754,32,1,1,1,1,2,10,4,81526,4,FL_56
2023-02-20 14:05:36,2023-02-20 14:24:32,0,100,1135,1,2023-02-20 14:24:32,R_XX5EugMNmxI8Oyt,,,,,anonymous,EN,1,1,4,4,I agree withthd president decision because this eliminates any potential escalations.,4,3,3,,What would make thd Presidents airstrike against Iran nuclear facilities is the fact that it was discovered that Iran does not have nuclear abilities,,2,4,3,0,"0.52,0.0001",1,2,0,2,0,3,3,2,3,2,2,3,2,2,2,3,"1,2",In my opinion this happens to show a level supremacy and power.,3,0,11,2,2,63f3e078-8c97-6be9-6b6c-17f644e6df97,56,1,4,15,1,4,2,4,89032,1,FL_46
2023-02-20 14:11:39,2023-02-20 14:24:43,0,100,783,1,2023-02-20 14:24:44,R_RfrAT4KZbBsCLPX,,,,,anonymous,EN,1,4,,2,Because the idea seems to be not good with working with a possible terroristing country ,1,2,2,2,,That they are able to be shot at us at anytime or place ,3,3,2,1,"0.52,0.0001",1,3,1,2,0,4,2,1,2,1,2,1,3,1,1,2,"1,2,10",Because they’re supported by big economies,3,0,2,4,1,63f3e1d8-6519-7470-9c94-f7b71de0edb1,33,1,10,1,1,6,10,1,7070,6,FL_58
2023-02-20 14:05:51,2023-02-20 14:24:50,0,100,1138,1,2023-02-20 14:24:50,R_1dhkxtUwXMTeTNc,,,,,anonymous,EN,1,4,,5,he stated that he would do it and kept his word,5,4,0,5,,if was deemed legal then it would just re-inforce the decision,4,4,4,1,"0.001,0.51",1,2,2,4,0,4,3,2,4,4,3,3,1,4,7,3,"1,2,3,4,9,10",to bolster their floundering country's pride,4,0,11,3,1,63f3e068-5cc2-e97c-0413-da35cfdc6daa,59,1,12,4,1,8,10,1,14226,4,FL_56
2023-02-20 14:17:51,2023-02-20 14:24:52,0,100,421,1,2023-02-20 14:24:52,R_2En8Av78v7G2Rrz,,,,,anonymous,EN,1,4,,4,"At that point, there is no need to escalate any further issues. Huron does not have enough to create another weapon or to cause any strikes against any country in the world with a nuclear weapon. I think if the president would have tried to destroy their nuclear facilities, it would have elevated some issues and cause a lot more tensions in the Middle East.",4,1,1,,"If the president didn’t follow, advice from his intelligence community and bomb the entire country, for no reason, and had no reasons to pack him up. If he ended up on me the entire country without any direct impact to the nuclear facilities.",,4,3,3,0,"0.001,0.52",1,3,2,4,1,4,3,2,2,2,3,3,3,1,7,7,"1,2,3",When the countries liters are threatening to take over other countries by force,3,0,5,4,2,63f3e364-f250-ceb6-fb87-87076db9d0b3,38,2,17,15,2,6,3,4,91360,3,FL_55
2023-02-20 13:07:19,2023-02-20 14:24:57,0,100,4657,1,2023-02-20 14:24:57,R_3irJbgUCeNGTSPs,,,,,anonymous,EN,1,4,,4,He’s trying to protect the country ,4,2,3,,It’s harming the whole earth and kills tons of in oct people,,2,3,3,1,"0.52,0.0001",1,1,0,2,1,4,3,1,1,2,0,3,2,2,3,2,4,Bebáis they have big nuclear weapons and they hate us.,3,0,11,0,2,63f3d2ce-2490-d9ef-1219-ee374a50d2e2,44,2,8,1,2,-3105,7,3,75201,2,FL_47
2023-02-20 14:16:56,2023-02-20 14:24:59,0,100,483,1,2023-02-20 14:25:00,R_3DnE9ESzbAdBT9R,,,,,anonymous,EN,1,2,4,3,I do not think it is acceptable for Iran to have weapons of that nature especially because we are not very friendly with each other as countries,3,1,2,,If the airstrike was damaging or fatal to many citizens of the country,,3,3,2,1,"0.001,0.51",1,1,3,2,1,3,1,2,2,1,0,1,1,2,2,2,"1,2,4,8,9,10",To get what they want,2,0,1,3,4,63f3e32d-88ad-0606-e427-ff884ab91a6a,22,2,1,1,1,4,9,1,17011,1,FL_46
2023-02-20 14:14:44,2023-02-20 14:25:01,0,100,616,1,2023-02-20 14:25:02,R_31KoO7CvC9dZiju,,,,,anonymous,EN,1,4,,4, Because he doesn’t stand alone and I think what he says it not only his opinion ,3,2,3,,,,3,4,4,0,"0.52,1e-7",1,3,3,3,0,2,3,3,2,3,1,3,2,1,1,3,"1,2,3,6,8,10",Most of them just try to put on a show and are jealous over other country’s ,3,0,2,3,1,63f3e1b3-3a45-298e-7583-923a4ce53da2,34,1,11,1,1,2,8,2,57201,0,FL_45
2023-02-20 14:08:03,2023-02-20 14:25:04,0,100,1020,1,2023-02-20 14:25:04,R_O11PXiJxRdtNeRb,,,,,anonymous,EN,1,4,,2,"I'm very much of two minds about this, but ultimately, have to somewhat disapprove, in that the time frame before Iran would be capable of conducting another test leaves time for a very strategically calculated attack to neutralize and destroy Iran's nuclear capacity, so in that sense would call for action, but on the other hand, the time frame also leaves open a window for other ways for the US - and other countries as well - to arrive at another solution to roll back and/or destroy Iran's new nuclear capacity, by other and perhaps more effective means than an outright airstrikes/military attack that would very likely lead to a very, very unpredictable war and likely occupation, which would be a very dangerous and extraordinarily situation to be avoided at - nearly - all costs. ",2,2,1,,"I did not state that the action would be illegal. I am not, in fact, certain whether or not it would be legal or illegal, and would have to look into it, but I don't think for the purposes of this survey that you would prefer to do that before answering.",,2,3,3,1,"0.52,1e-7",1,3,3,4,0,4,1,2,2,2,3,3,2,4,7,2,"1,2,3,4,9,10,12,14","Sometimes for legitimate security reasons, sometimes out of just playing to their domestic ""audience"" and sometimes merely to blame their own failings and excuse the repression of their own citizenry on outside ""negafarious"" enemy actors/nation states.",4,0,4,4,2,63f3e121-1128-d53f-6773-bf5e76593585,49,1,19,1,1,6,1,1,11206,3,FL_55
2023-02-20 14:07:32,2023-02-20 14:25:10,0,100,1058,1,2023-02-20 14:25:11,R_2wgxTznIs3i8G5f,,,,,anonymous,EN,1,2,4,4,No threat has been made to the US at this time.,4,2,3,,,,2,1,4,1,0.001,1,1,2,3,0,4,1,2,1,1,1,2,1,2,1,2,"1,2,10",They believe they will be able to fix all the problems.,1,0,3,3,3,63f3e0f2-3d0f-c0c2-a60e-89d1d7aa5647,24,2,4,1,1,5,3,2,53529,0,FL_45
2023-02-20 14:03:10,2023-02-20 14:25:10,0,100,1320,1,2023-02-20 14:25:11,R_3Ia90le5EkkD1tF,,,,,anonymous,EN,1,4,,2,I think we should use force to combat this type of problem when diplomacy doesn't work. Iran is not an ally . They have caused intentional harm to this country time and time again. ,1,2,3,,I believe it would be illegal it we attacked without provocation. Iran has intentionally harmed this country numerous times in the past 50+ years. Not to mention violating treaties.,,1,4,3,1,0.52,1,4,3,3,0,2,4,2,3,3,2,3,1,1,7,1,"1,2,3,7,8,9,10",I believe they make threats to appease the public mostly. It's all reteric. If the political leaders really wanted to act in a certain way they would do it. ,4,0,11,2,1,63f3dfdc-c779-c91c-4705-cdb04fc637b7,62,1,5,1,1,6,9,3,77078,3,FL_55
2023-02-20 14:00:50,2023-02-20 14:25:38,0,100,1488,1,2023-02-20 14:25:39,R_9ER97aeKwlixFL3,,,,,anonymous,EN,1,4,,1,Iran will use nuclear bombs to destroy Israel and the US,0,4,4,5,,It would protect Israel and America from being bombed.,1,1,4,0,1E-07,1,4,4,4,0,3,2,1,4,3,1,0,1,0,7,7,"1,2,3,8,9",To try and get what they want.,3,0,1,0,1,63f3df0b-80d9-279b-1428-2909be3dd055,56,2,3,1,1,4,10,4,97306,6,FL_58
2023-02-20 14:24:50,2023-02-20 14:25:41,0,100,50,1,2023-02-20 14:25:41,R_1isuU3obbqtyzpQ,,,,,anonymous,EN,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3e3a2-390b-b52a-8947-59e53b225b6d,22,2,2,1,1,2,4,1,17111,5,FL_57
2023-02-20 14:16:12,2023-02-20 14:25:53,0,100,581,1,2023-02-20 14:25:54,R_3NJUeZ9RgmbdZU2,,,,,anonymous,EN,1,4,,4,It’s a good call,3,2,2,3,,If they threaten us with it,3,4,1,0,1E-07,1,3,2,3,0,2,4,3,2,2,1,2,2,2,2,2,"1,2",Just the news going around ,2,0,11,4,1,63f3e2fa-bc24-220c-7636-dd445ec13761,21,1,2,1,1,2,4,2,47421,5,FL_57
2023-02-20 13:55:59,2023-02-20 14:26:02,0,100,1802,1,2023-02-20 14:26:02,R_1hYZrsqiWVaJ0fP,,,,,anonymous,EN,1,4,,3,"Although they wouldn’t have enough material, to construct a second weapon for a significant amount of time, the air strikes most likely took out everything they needed to make it. On the other hand, these actions were against international law.",3,1,2,4,,Iran lied about having a nuclear weapon if I’m remembering correctly ,4,3,2,0,0.001,1,1,1,3,0,4,2,1,1,3,4,3,1,2,1,3,"4,8,9,10",They want to seem strong to their constituents.,4,0,1,3,4,63f3de16-97cd-f119-3e11-4552da20473f,20,2,1,1,1,4,2,3,72034,4,FL_56
2023-02-20 14:01:17,2023-02-20 14:26:09,0,100,1492,1,2023-02-20 14:26:10,R_1pAQIVHTaumCmY4,,,,,anonymous,EN,1,4,,4,I think nuclear weapons should be taken very seriously everytime they are brought to attention ,3,2,1,,I feel it is a sensitive topic to bring up during these sensitive times and it would certainly be under scrutiny from all countries watching from afar that is for sure ,,2,3,2,1,0.52,1,3,1,3,0,3,3,1,3,3,3,1,3,1,1,3,"2,8,9",I feel they make threats because other countries are smaller and maybe even vulnerable to bigger countries ,3,0,2,4,2,63f3ddfb-0c25-bf39-774e-d8282a8bd928,32,1,7,1,2,2,3,4,85392,1,FL_46
2023-02-20 14:19:52,2023-02-20 14:26:30,0,100,397,1,2023-02-20 14:26:30,R_3M6bm9qJ0IsXp9k,,,,,anonymous,EN,1,3,4,5,He’s my president ,4,2,0,,If they kept texting ,,3,4,3,1,"0.001,0.0001",1,1,3,0,0,4,2,3,2,4,0,2,2,2,2,1,"1,2,4,10",To scare them into giving up land ,3,0,2,4,1,63f3e3aa-4149-660c-2f0c-17ab974fbe71,23,1,15,1,1,5,9,2,55969,2,FL_47
2023-02-20 13:16:29,2023-02-20 14:26:48,0,100,4218,1,2023-02-20 14:26:48,R_3RmxAddwymnERQ9,,,,,anonymous,EN,1,4,,4,Iran is too dangerous to allow to have nuclear weapons - worldwide superpowers need to keep them in check.,4,0,0,,"Oh, honestly - I don't know enough about the laws.",,4,3,4,0,"0.001,0.52",0,2,3,3,0,3,2,2,4,3,3,2,2,2,1,2,"1,2,3,4,8,9,10",To intimidate them into behaving and not starting a war or hurting people.,2,0,1,4,1,63f3d50d-83b6-faa5-6186-b8ffc41b20e8,59,2,13,1,1,8,10,3,34983,1,FL_46
2023-02-20 13:58:33,2023-02-20 14:26:49,0,100,1695,1,2023-02-20 14:26:49,R_2xVnYhS6qK0NfRr,,,,,anonymous,EN,1,4,,5,I approve of the President's decision because it takes away the threat of Iran using their weapons against the U.S.,4,2,1,,It could possibly make it illegal if there were a high civilian death rate. If civilians weren't removed from the area before the bombing took place.,,4,3,4,1,0.52,1,2,2,2,0,3,2,1,4,3,2,2,1,2,2,2,"1,2,3,9","Policies, foreign trade, religious reasons, etc.",4,0,11,4,1,63f3de8d-2488-581a-0338-b27c61e89d34,52,2,6,1,1,2,8,3,29728,1,FL_46
2023-02-20 14:07:39,2023-02-20 14:27:12,0,100,1173,1,2023-02-20 14:27:13,R_qXbbLHKTA2SlHVf,,,,,anonymous,EN,1,4,,1,Iran's action was not detrimental to US security.,3,2,1,4,,If there was intelligence information about their plans to actually launch an attack on US or another nations soil unprovoked ,2,3,2,1,"0.001,1e-7",1,1,1,2,0,4,2,0,0,2,2,2,0,4,7,4,"8,9,10",To show strength to their citizens as well as other countries and to signal the strength of their own political rhetoric ,2,0,5,4,3,63f3e0d6-cce9-9f4a-990a-333577e09f42,31,1,9,15,1,5,6,4,98038,6,FL_58
2023-02-20 13:52:46,2023-02-20 14:27:38,0,100,2091,1,2023-02-20 14:27:38,R_eXORB5A0aMZQElr,,,,,anonymous,EN,1,4,,3,I do not trust Iran. Remember they held Americans hostage.,4,1,1,5,,He trying to protect the world. You cannot trust Iran. Make it so they are only cannot have any nuclear weapons.,2,4,4,0,0.001,1,4,2,3,1,3,4,4,4,3,2,3,3,2,7,2,"1,2,3,4,5,7,8,9,10","Depends on why they are making the threat. Sometimes it’s because they are trying to stop something bad from happening. It could be a communist nut threatening to use nuclear power on the United States, or one of the countries that we’re friends with. Trying to protect the world.",3,0,1,4,1,63f3dd4a-7515-8659-1f88-0f15b32a3ac8,69,2,8,1,1,2,10,3,73129,5,FL_57
2023-02-20 14:23:41,2023-02-20 14:29:48,0,100,366,1,2023-02-20 14:29:48,R_W6wbTx0LUOIi3sZ,,,,,anonymous,EN,1,1,4,3,I somewhat approve cuz yeah no one had to die. No one deserves to die unless they’re a terrorist. But ya bombing Iran cuz someone’s shooting nuclear mussels at their own land. Cmon. Fuckkkit,2,2,3,4,,Because they not only shot off first but they’re Fucking around and shooting NUUUUUCLLLEEAARRRRR BOMBS. that only hurts where ever they shoot. But at the same time it hurts our atmosphere as earth as a whole!! ,4,3,3,1,0.52,0,3,2,1,1,2,3,3,1,3,2,2,2,1,3,2,14,To scare people into feeling safe ,5,0,3,3,1,63f3e4ac-c77c-724d-d31a-39a9ef668ced,32,1,20,3,1,4,7,4,92115,6,FL_58
2023-02-20 14:04:20,2023-02-20 14:30:09,0,100,1549,1,2023-02-20 14:30:09,R_2RO1w3XeH5k8c4B,,,,,anonymous,EN,1,4,,4,iran cannot be trusted to obey international law,4,0,0,,it targeted civilian populations,,4,4,3,1,0.001,1,4,1,3,1,4,2,3,3,3,3,3,3,3,7,3,"1,2,4",to keep a balance of power,4,0,1,4,1,63f3e023-b700-56b0-1d9e-f38aab884345,63,1,15,1,1,5,9,2,48081,1,FL_46
2023-02-20 13:57:46,2023-02-20 14:30:10,0,100,1943,1,2023-02-20 14:30:10,R_2zcjUiN05fB1gKn,,,,,anonymous,EN,1,4,,3,We do not start wars.,3,1,1,1,,Iran has never stopped being at was even though we left there.,2,3,4,1,"0.001,0.52",1,2,1,3,1,3,2,2,2,3,3,3,2,3,2,3,"1,2,3,8,9,10",Some political leaders are not very bright!,3,0,2,4,2,63f3de61-76b6-57be-0ac8-0e3bfb577219,79,2,19,1,1,7,3,2,54902,6,FL_58
2023-02-20 14:29:26,2023-02-20 14:30:18,0,100,51,1,2023-02-20 14:30:19,R_XBAb1bOKxkxJP9v,,,,,anonymous,EN,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3e5fa-a15d-ba0f-5be5-665d4f373874,20,2,4,1,1,2,10,4,89131,5,FL_57
2023-02-20 14:17:39,2023-02-20 14:30:35,0,100,776,1,2023-02-20 14:30:36,R_3IWQc7iYxc2GtBg,,,,,anonymous,EN,1,4,,5,Iran used a nuclear weapon and would have built another one to use. They are a threat and should not be building and using them,3,0,0,,If Iran had not used the first weapon or had not actually built one yet,,4,3,4,1,0.000001,1,2,3,4,0,2,3,2,4,4,3,3,2,2,7,3,"1,2,3",They want control and power. They might be jealous of the other country. Religious reasons,3,0,11,4,1,63f3e1a7-5d73-5480-037f-0b7c5fd6b405,19,1,8,1,1,4,10,4,97352,1,FL_46
2023-02-20 14:29:22,2023-02-20 14:30:38,0,100,75,1,2023-02-20 14:30:38,R_1Mwg42pLIIYiuwp,,,,,anonymous,EN,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3e5ad-e3ac-b637-6f61-cb775130f89f,60,2,1,15,4,4,3,4,90006,3,FL_55
2023-02-20 13:26:59,2023-02-20 14:30:42,0,100,3822,1,2023-02-20 14:30:42,R_1imy0zSwAWnbKlh,,,,,anonymous,EN,1,2,4,3,Nuclear weapons and against laws,3,1,1,,Attack on a foreign country without being attacked,,3,3,2,1,"0.001,0.52",1,2,2,3,0,1,2,3,3,3,2,3,1,1,7,2,"1,2,3,4,6,14",For some kind of dominance ,2,0,11,3,1,63f3d787-3818-4244-fef2-23b520b54aa5,62,1,10,1,1,7,9,3,21222,2,FL_47
